no,n_estimators,max_depth,eta,subsample,colsample_bytree,MSE,R
4501,100,9,0.5,0,0,68.77345456,nan
4502,100,9,0.5,0,0.1,68.77345456,nan
4503,100,9,0.5,0,0.2,68.77345456,nan
4504,100,9,0.5,0,0.3,68.77345456,nan
4505,100,9,0.5,0,0.4,68.77345456,nan
4506,100,9,0.5,0,0.5,68.77345456,nan
4507,100,9,0.5,0,0.6,68.77345456,nan
4508,100,9,0.5,0,0.7,68.77345456,nan
4509,100,9,0.5,0,0.8,68.77345456,nan
4510,100,9,0.5,0,0.9,68.77345456,nan
4511,100,9,0.5,0.1,0,129.8808662,0.463522067
4512,100,9,0.5,0.1,0.1,129.8808662,0.463522067
4513,100,9,0.5,0.1,0.2,129.8808662,0.463522067
4514,100,9,0.5,0.1,0.3,129.8808662,0.463522067
4515,100,9,0.5,0.1,0.4,165.4727931,-0.425605787
4516,100,9,0.5,0.1,0.5,165.4727931,-0.425605787
4517,100,9,0.5,0.1,0.6,238.8087027,-0.372356129
4518,100,9,0.5,0.1,0.7,238.8087027,-0.372356129
4519,100,9,0.5,0.1,0.8,75.83189328,0.306578675
4520,100,9,0.5,0.1,0.9,75.83189328,0.306578675
4521,100,9,0.5,0.2,0,90.46752,0.029681652
4522,100,9,0.5,0.2,0.1,90.46752,0.029681652
4523,100,9,0.5,0.2,0.2,90.46752,0.029681652
4524,100,9,0.5,0.2,0.3,90.46752,0.029681652
4525,100,9,0.5,0.2,0.4,103.160168,-0.220921077
4526,100,9,0.5,0.2,0.5,103.160168,-0.220921077
4527,100,9,0.5,0.2,0.6,233.606418,-0.257605116
4528,100,9,0.5,0.2,0.7,233.606418,-0.257605116
4529,100,9,0.5,0.2,0.8,153.8602709,-0.261878844
4530,100,9,0.5,0.2,0.9,153.8602709,-0.261878844
4531,100,9,0.5,0.3,0,59.40970581,0.34621856
4532,100,9,0.5,0.3,0.1,59.40970581,0.34621856
4533,100,9,0.5,0.3,0.2,59.40970581,0.34621856
4534,100,9,0.5,0.3,0.3,59.40970581,0.34621856
4535,100,9,0.5,0.3,0.4,104.3375491,0.112318991
4536,100,9,0.5,0.3,0.5,104.3375491,0.112318991
4537,100,9,0.5,0.3,0.6,117.4404729,-0.073730601
4538,100,9,0.5,0.3,0.7,117.4404729,-0.073730601
4539,100,9,0.5,0.3,0.8,175.3735687,-0.335879546
4540,100,9,0.5,0.3,0.9,175.3735687,-0.335879546
4541,100,9,0.5,0.4,0,77.30752729,0.182126296
4542,100,9,0.5,0.4,0.1,77.30752729,0.182126296
4543,100,9,0.5,0.4,0.2,77.30752729,0.182126296
4544,100,9,0.5,0.4,0.3,77.30752729,0.182126296
4545,100,9,0.5,0.4,0.4,46.70514221,0.696716079
4546,100,9,0.5,0.4,0.5,46.70514221,0.696716079
4547,100,9,0.5,0.4,0.6,67.97260863,0.175847266
4548,100,9,0.5,0.4,0.7,67.97260863,0.175847266
4549,100,9,0.5,0.4,0.8,116.347644,-0.039576026
4550,100,9,0.5,0.4,0.9,116.347644,-0.039576026
4551,100,9,0.5,0.5,0,75.78277584,-0.160166415
4552,100,9,0.5,0.5,0.1,75.78277584,-0.160166415
4553,100,9,0.5,0.5,0.2,75.78277584,-0.160166415
4554,100,9,0.5,0.5,0.3,75.78277584,-0.160166415
4555,100,9,0.5,0.5,0.4,49.2734959,0.612737379
4556,100,9,0.5,0.5,0.5,49.2734959,0.612737379
4557,100,9,0.5,0.5,0.6,83.13794583,0.000701277
4558,100,9,0.5,0.5,0.7,83.13794583,0.000701277
4559,100,9,0.5,0.5,0.8,35.18263688,0.65251119
4560,100,9,0.5,0.5,0.9,35.18263688,0.65251119
4561,100,9,0.5,0.6,0,49.94292559,0.450881623
4562,100,9,0.5,0.6,0.1,49.94292559,0.450881623
4563,100,9,0.5,0.6,0.2,49.94292559,0.450881623
4564,100,9,0.5,0.6,0.3,49.94292559,0.450881623
4565,100,9,0.5,0.6,0.4,41.7446123,0.61247035
4566,100,9,0.5,0.6,0.5,41.7446123,0.61247035
4567,100,9,0.5,0.6,0.6,70.6262128,0.306778755
4568,100,9,0.5,0.6,0.7,70.6262128,0.306778755
4569,100,9,0.5,0.6,0.8,68.47680871,0.135761058
4570,100,9,0.5,0.6,0.9,68.47680871,0.135761058
4571,100,9,0.5,0.7,0,55.5360051,0.341693821
4572,100,9,0.5,0.7,0.1,55.5360051,0.341693821
4573,100,9,0.5,0.7,0.2,55.5360051,0.341693821
4574,100,9,0.5,0.7,0.3,55.5360051,0.341693821
4575,100,9,0.5,0.7,0.4,33.34855467,0.797913633
4576,100,9,0.5,0.7,0.5,33.34855467,0.797913633
4577,100,9,0.5,0.7,0.6,88.90422091,0.015643162
4578,100,9,0.5,0.7,0.7,88.90422091,0.015643162
4579,100,9,0.5,0.7,0.8,47.60590516,0.526062164
4580,100,9,0.5,0.7,0.9,47.60590516,0.526062164
4581,100,9,0.5,0.8,0,53.89172151,0.416056746
4582,100,9,0.5,0.8,0.1,53.89172151,0.416056746
4583,100,9,0.5,0.8,0.2,53.89172151,0.416056746
4584,100,9,0.5,0.8,0.3,53.89172151,0.416056746
4585,100,9,0.5,0.8,0.4,75.27988015,0.05689216
4586,100,9,0.5,0.8,0.5,75.27988015,0.05689216
4587,100,9,0.5,0.8,0.6,55.58206153,0.433937497
4588,100,9,0.5,0.8,0.7,55.58206153,0.433937497
4589,100,9,0.5,0.8,0.8,29.90444898,0.77948138
4590,100,9,0.5,0.8,0.9,29.90444898,0.77948138
4591,100,9,0.5,0.9,0,58.80044916,0.278284554
4592,100,9,0.5,0.9,0.1,58.80044916,0.278284554
4593,100,9,0.5,0.9,0.2,58.80044916,0.278284554
4594,100,9,0.5,0.9,0.3,58.80044916,0.278284554
4595,100,9,0.5,0.9,0.4,54.2311599,0.431305598
4596,100,9,0.5,0.9,0.5,54.2311599,0.431305598
4597,100,9,0.5,0.9,0.6,85.19104439,0.011395758
4598,100,9,0.5,0.9,0.7,85.19104439,0.011395758
4599,100,9,0.5,0.9,0.8,29.74951917,0.743065584
4600,100,9,0.5,0.9,0.9,29.74951917,0.743065584
4601,100,9,0.6,0,0,68.77345456,nan
4602,100,9,0.6,0,0.1,68.77345456,nan
4603,100,9,0.6,0,0.2,68.77345456,nan
4604,100,9,0.6,0,0.3,68.77345456,nan
4605,100,9,0.6,0,0.4,68.77345456,nan
4606,100,9,0.6,0,0.5,68.77345456,nan
4607,100,9,0.6,0,0.6,68.77345456,nan
4608,100,9,0.6,0,0.7,68.77345456,nan
4609,100,9,0.6,0,0.8,68.77345456,nan
4610,100,9,0.6,0,0.9,68.77345456,nan
4611,100,9,0.6,0.1,0,199.8364454,0.493911145
4612,100,9,0.6,0.1,0.1,199.8364454,0.493911145
4613,100,9,0.6,0.1,0.2,199.8364454,0.493911145
4614,100,9,0.6,0.1,0.3,199.8364454,0.493911145
4615,100,9,0.6,0.1,0.4,180.5472885,-0.307379686
4616,100,9,0.6,0.1,0.5,180.5472885,-0.307379686
4617,100,9,0.6,0.1,0.6,288.6697596,-0.182134935
4618,100,9,0.6,0.1,0.7,288.6697596,-0.182134935
4619,100,9,0.6,0.1,0.8,155.120168,0.315849133
4620,100,9,0.6,0.1,0.9,155.120168,0.315849133
4621,100,9,0.6,0.2,0,91.28161471,0.150469533
4622,100,9,0.6,0.2,0.1,91.28161471,0.150469533
4623,100,9,0.6,0.2,0.2,91.28161471,0.150469533
4624,100,9,0.6,0.2,0.3,91.28161471,0.150469533
4625,100,9,0.6,0.2,0.4,110.8942507,0.065758252
4626,100,9,0.6,0.2,0.5,110.8942507,0.065758252
4627,100,9,0.6,0.2,0.6,288.620959,-0.156857665
4628,100,9,0.6,0.2,0.7,288.620959,-0.156857665
4629,100,9,0.6,0.2,0.8,158.2653267,-0.191457278
4630,100,9,0.6,0.2,0.9,158.2653267,-0.191457278
4631,100,9,0.6,0.3,0,68.67333013,0.28041426
4632,100,9,0.6,0.3,0.1,68.67333013,0.28041426
4633,100,9,0.6,0.3,0.2,68.67333013,0.28041426
4634,100,9,0.6,0.3,0.3,68.67333013,0.28041426
4635,100,9,0.6,0.3,0.4,97.91929737,0.209320334
4636,100,9,0.6,0.3,0.5,97.91929737,0.209320334
4637,100,9,0.6,0.3,0.6,119.4821102,0.10579473
4638,100,9,0.6,0.3,0.7,119.4821102,0.10579473
4639,100,9,0.6,0.3,0.8,256.6133321,-0.496398589
4640,100,9,0.6,0.3,0.9,256.6133321,-0.496398589
4641,100,9,0.6,0.4,0,70.58294192,0.269159389
4642,100,9,0.6,0.4,0.1,70.58294192,0.269159389
4643,100,9,0.6,0.4,0.2,70.58294192,0.269159389
4644,100,9,0.6,0.4,0.3,70.58294192,0.269159389
4645,100,9,0.6,0.4,0.4,88.54040617,0.280937989
4646,100,9,0.6,0.4,0.5,88.54040617,0.280937989
4647,100,9,0.6,0.4,0.6,89.34221916,0.035046557
4648,100,9,0.6,0.4,0.7,89.34221916,0.035046557
4649,100,9,0.6,0.4,0.8,90.1228071,0.076141868
4650,100,9,0.6,0.4,0.9,90.1228071,0.076141868
4651,100,9,0.6,0.5,0,77.31946458,-0.221491756
4652,100,9,0.6,0.5,0.1,77.31946458,-0.221491756
4653,100,9,0.6,0.5,0.2,77.31946458,-0.221491756
4654,100,9,0.6,0.5,0.3,77.31946458,-0.221491756
4655,100,9,0.6,0.5,0.4,45.9172033,0.708621938
4656,100,9,0.6,0.5,0.5,45.9172033,0.708621938
4657,100,9,0.6,0.5,0.6,43.28779006,0.555767254
4658,100,9,0.6,0.5,0.7,43.28779006,0.555767254
4659,100,9,0.6,0.5,0.8,32.81107836,0.705935709
4660,100,9,0.6,0.5,0.9,32.81107836,0.705935709
4661,100,9,0.6,0.6,0,54.93081737,0.381341021
4662,100,9,0.6,0.6,0.1,54.93081737,0.381341021
4663,100,9,0.6,0.6,0.2,54.93081737,0.381341021
4664,100,9,0.6,0.6,0.3,54.93081737,0.381341021
4665,100,9,0.6,0.6,0.4,30.00339337,0.8067875
4666,100,9,0.6,0.6,0.5,30.00339337,0.8067875
4667,100,9,0.6,0.6,0.6,65.11821675,0.39120014
4668,100,9,0.6,0.6,0.7,65.11821675,0.39120014
4669,100,9,0.6,0.6,0.8,46.31859357,0.517129135
4670,100,9,0.6,0.6,0.9,46.31859357,0.517129135
4671,100,9,0.6,0.7,0,61.7717744,0.230950199
4672,100,9,0.6,0.7,0.1,61.7717744,0.230950199
4673,100,9,0.6,0.7,0.2,61.7717744,0.230950199
4674,100,9,0.6,0.7,0.3,61.7717744,0.230950199
4675,100,9,0.6,0.7,0.4,46.40408161,0.610546314
4676,100,9,0.6,0.7,0.5,46.40408161,0.610546314
4677,100,9,0.6,0.7,0.6,71.06021887,0.198221649
4678,100,9,0.6,0.7,0.7,71.06021887,0.198221649
4679,100,9,0.6,0.7,0.8,47.88040316,0.547528474
4680,100,9,0.6,0.7,0.9,47.88040316,0.547528474
4681,100,9,0.6,0.8,0,60.45699004,0.310995102
4682,100,9,0.6,0.8,0.1,60.45699004,0.310995102
4683,100,9,0.6,0.8,0.2,60.45699004,0.310995102
4684,100,9,0.6,0.8,0.3,60.45699004,0.310995102
4685,100,9,0.6,0.8,0.4,68.26916874,0.28500198
4686,100,9,0.6,0.8,0.5,68.26916874,0.28500198
4687,100,9,0.6,0.8,0.6,58.4091328,0.421035664
4688,100,9,0.6,0.8,0.7,58.4091328,0.421035664
4689,100,9,0.6,0.8,0.8,51.90624466,0.515315785
4690,100,9,0.6,0.8,0.9,51.90624466,0.515315785
4691,100,9,0.6,0.9,0,64.4441509,0.176829809
4692,100,9,0.6,0.9,0.1,64.4441509,0.176829809
4693,100,9,0.6,0.9,0.2,64.4441509,0.176829809
4694,100,9,0.6,0.9,0.3,64.4441509,0.176829809
4695,100,9,0.6,0.9,0.4,54.31564785,0.411944214
4696,100,9,0.6,0.9,0.5,54.31564785,0.411944214
4697,100,9,0.6,0.9,0.6,64.37552761,0.313506772
4698,100,9,0.6,0.9,0.7,64.37552761,0.313506772
4699,100,9,0.6,0.9,0.8,31.34260181,0.741999786
4700,100,9,0.6,0.9,0.9,31.34260181,0.741999786
4701,100,9,0.7,0,0,68.77345456,nan
4702,100,9,0.7,0,0.1,68.77345456,nan
4703,100,9,0.7,0,0.2,68.77345456,nan
4704,100,9,0.7,0,0.3,68.77345456,nan
4705,100,9,0.7,0,0.4,68.77345456,nan
4706,100,9,0.7,0,0.5,68.77345456,nan
4707,100,9,0.7,0,0.6,68.77345456,nan
4708,100,9,0.7,0,0.7,68.77345456,nan
4709,100,9,0.7,0,0.8,68.77345456,nan
4710,100,9,0.7,0,0.9,68.77345456,nan
4711,100,9,0.7,0.1,0,314.4934485,0.486717609
4712,100,9,0.7,0.1,0.1,314.4934485,0.486717609
4713,100,9,0.7,0.1,0.2,314.4934485,0.486717609
4714,100,9,0.7,0.1,0.3,314.4934485,0.486717609
4715,100,9,0.7,0.1,0.4,177.0482972,0.159012017
4716,100,9,0.7,0.1,0.5,177.0482972,0.159012017
4717,100,9,0.7,0.1,0.6,216.0729289,0.174720607
4718,100,9,0.7,0.1,0.7,216.0729289,0.174720607
4719,100,9,0.7,0.1,0.8,399.929391,-0.284357823
4720,100,9,0.7,0.1,0.9,399.929391,-0.284357823
4721,100,9,0.7,0.2,0,110.6506849,0.001162689
4722,100,9,0.7,0.2,0.1,110.6506849,0.001162689
4723,100,9,0.7,0.2,0.2,110.6506849,0.001162689
4724,100,9,0.7,0.2,0.3,110.6506849,0.001162689
4725,100,9,0.7,0.2,0.4,117.251058,0.193475724
4726,100,9,0.7,0.2,0.5,117.251058,0.193475724
4727,100,9,0.7,0.2,0.6,299.8643642,-0.256267948
4728,100,9,0.7,0.2,0.7,299.8643642,-0.256267948
4729,100,9,0.7,0.2,0.8,269.2891389,-0.562060934
4730,100,9,0.7,0.2,0.9,269.2891389,-0.562060934
4731,100,9,0.7,0.3,0,85.93423097,0.084191725
4732,100,9,0.7,0.3,0.1,85.93423097,0.084191725
4733,100,9,0.7,0.3,0.2,85.93423097,0.084191725
4734,100,9,0.7,0.3,0.3,85.93423097,0.084191725
4735,100,9,0.7,0.3,0.4,114.1977995,0.244375117
4736,100,9,0.7,0.3,0.5,114.1977995,0.244375117
4737,100,9,0.7,0.3,0.6,198.2837437,0.224495601
4738,100,9,0.7,0.3,0.7,198.2837437,0.224495601
4739,100,9,0.7,0.3,0.8,130.6865377,-0.318396548
4740,100,9,0.7,0.3,0.9,130.6865377,-0.318396548
4741,100,9,0.7,0.4,0,80.0597952,0.189825653
4742,100,9,0.7,0.4,0.1,80.0597952,0.189825653
4743,100,9,0.7,0.4,0.2,80.0597952,0.189825653
4744,100,9,0.7,0.4,0.3,80.0597952,0.189825653
4745,100,9,0.7,0.4,0.4,77.64389231,0.508484023
4746,100,9,0.7,0.4,0.5,77.64389231,0.508484023
4747,100,9,0.7,0.4,0.6,202.557315,-0.387878593
4748,100,9,0.7,0.4,0.7,202.557315,-0.387878593
4749,100,9,0.7,0.4,0.8,136.4361928,-0.031533351
4750,100,9,0.7,0.4,0.9,136.4361928,-0.031533351
4751,100,9,0.7,0.5,0,75.73765027,-0.162582739
4752,100,9,0.7,0.5,0.1,75.73765027,-0.162582739
4753,100,9,0.7,0.5,0.2,75.73765027,-0.162582739
4754,100,9,0.7,0.5,0.3,75.73765027,-0.162582739
4755,100,9,0.7,0.5,0.4,62.26947509,0.587649068
4756,100,9,0.7,0.5,0.5,62.26947509,0.587649068
4757,100,9,0.7,0.5,0.6,72.22901976,0.225796617
4758,100,9,0.7,0.5,0.7,72.22901976,0.225796617
4759,100,9,0.7,0.5,0.8,26.80696743,0.760769704
4760,100,9,0.7,0.5,0.9,26.80696743,0.760769704
4761,100,9,0.7,0.6,0,52.77516171,0.431897294
4762,100,9,0.7,0.6,0.1,52.77516171,0.431897294
4763,100,9,0.7,0.6,0.2,52.77516171,0.431897294
4764,100,9,0.7,0.6,0.3,52.77516171,0.431897294
4765,100,9,0.7,0.6,0.4,39.61172278,0.654264473
4766,100,9,0.7,0.6,0.5,39.61172278,0.654264473
4767,100,9,0.7,0.6,0.6,96.0857284,0.158024613
4768,100,9,0.7,0.6,0.7,96.0857284,0.158024613
4769,100,9,0.7,0.6,0.8,30.17302514,0.768313101
4770,100,9,0.7,0.6,0.9,30.17302514,0.768313101
4771,100,9,0.7,0.7,0,66.99519386,0.117570514
4772,100,9,0.7,0.7,0.1,66.99519386,0.117570514
4773,100,9,0.7,0.7,0.2,66.99519386,0.117570514
4774,100,9,0.7,0.7,0.3,66.99519386,0.117570514
4775,100,9,0.7,0.7,0.4,34.6303209,0.704249283
4776,100,9,0.7,0.7,0.5,34.6303209,0.704249283
4777,100,9,0.7,0.7,0.6,56.955514,0.363552775
4778,100,9,0.7,0.7,0.7,56.955514,0.363552775
4779,100,9,0.7,0.7,0.8,37.80569929,0.677151744
4780,100,9,0.7,0.7,0.9,37.80569929,0.677151744
4781,100,9,0.7,0.8,0,62.85278563,0.269286683
4782,100,9,0.7,0.8,0.1,62.85278563,0.269286683
4783,100,9,0.7,0.8,0.2,62.85278563,0.269286683
4784,100,9,0.7,0.8,0.3,62.85278563,0.269286683
4785,100,9,0.7,0.8,0.4,95.70496655,-0.047295207
4786,100,9,0.7,0.8,0.5,95.70496655,-0.047295207
4787,100,9,0.7,0.8,0.6,71.55217077,0.271944085
4788,100,9,0.7,0.8,0.7,71.55217077,0.271944085
4789,100,9,0.7,0.8,0.8,41.64123404,0.649140976
4790,100,9,0.7,0.8,0.9,41.64123404,0.649140976
4791,100,9,0.7,0.9,0,71.96050277,0.081104286
4792,100,9,0.7,0.9,0.1,71.96050277,0.081104286
4793,100,9,0.7,0.9,0.2,71.96050277,0.081104286
4794,100,9,0.7,0.9,0.3,71.96050277,0.081104286
4795,100,9,0.7,0.9,0.4,40.13285099,0.730517693
4796,100,9,0.7,0.9,0.5,40.13285099,0.730517693
4797,100,9,0.7,0.9,0.6,74.08985741,0.251326028
4798,100,9,0.7,0.9,0.7,74.08985741,0.251326028
4799,100,9,0.7,0.9,0.8,39.95870312,0.618102725
4800,100,9,0.7,0.9,0.9,39.95870312,0.618102725
4801,100,9,0.8,0,0,68.77345456,nan
4802,100,9,0.8,0,0.1,68.77345456,nan
4803,100,9,0.8,0,0.2,68.77345456,nan
4804,100,9,0.8,0,0.3,68.77345456,nan
4805,100,9,0.8,0,0.4,68.77345456,nan
4806,100,9,0.8,0,0.5,68.77345456,nan
4807,100,9,0.8,0,0.6,68.77345456,nan
4808,100,9,0.8,0,0.7,68.77345456,nan
4809,100,9,0.8,0,0.8,68.77345456,nan
4810,100,9,0.8,0,0.9,68.77345456,nan
4811,100,9,0.8,0.1,0,404.990941,0.556032003
4812,100,9,0.8,0.1,0.1,404.990941,0.556032003
4813,100,9,0.8,0.1,0.2,404.990941,0.556032003
4814,100,9,0.8,0.1,0.3,404.990941,0.556032003
4815,100,9,0.8,0.1,0.4,332.6856586,0.180273501
4816,100,9,0.8,0.1,0.5,332.6856586,0.180273501
4817,100,9,0.8,0.1,0.6,528.7432195,-0.024605676
4818,100,9,0.8,0.1,0.7,528.7432195,-0.024605676
4819,100,9,0.8,0.1,0.8,575.0574579,-0.551302563
4820,100,9,0.8,0.1,0.9,575.0574579,-0.551302563
4821,100,9,0.8,0.2,0,323.05937,-0.259556689
4822,100,9,0.8,0.2,0.1,323.05937,-0.259556689
4823,100,9,0.8,0.2,0.2,323.05937,-0.259556689
4824,100,9,0.8,0.2,0.3,323.05937,-0.259556689
4825,100,9,0.8,0.2,0.4,213.8364223,0.008008648
4826,100,9,0.8,0.2,0.5,213.8364223,0.008008648
4827,100,9,0.8,0.2,0.6,209.5564821,0.120795467
4828,100,9,0.8,0.2,0.7,209.5564821,0.120795467
4829,100,9,0.8,0.2,0.8,99.20855338,0.273302687
4830,100,9,0.8,0.2,0.9,99.20855338,0.273302687
4831,100,9,0.8,0.3,0,82.92346948,0.077922181
4832,100,9,0.8,0.3,0.1,82.92346948,0.077922181
4833,100,9,0.8,0.3,0.2,82.92346948,0.077922181
4834,100,9,0.8,0.3,0.3,82.92346948,0.077922181
4835,100,9,0.8,0.3,0.4,206.9149455,0.015893728
4836,100,9,0.8,0.3,0.5,206.9149455,0.015893728
4837,100,9,0.8,0.3,0.6,121.422252,0.429967334
4838,100,9,0.8,0.3,0.7,121.422252,0.429967334
4839,100,9,0.8,0.3,0.8,174.8653017,-0.141417897
4840,100,9,0.8,0.3,0.9,174.8653017,-0.141417897
4841,100,9,0.8,0.4,0,75.37719708,0.287257726
4842,100,9,0.8,0.4,0.1,75.37719708,0.287257726
4843,100,9,0.8,0.4,0.2,75.37719708,0.287257726
4844,100,9,0.8,0.4,0.3,75.37719708,0.287257726
4845,100,9,0.8,0.4,0.4,114.6825342,0.278580465
4846,100,9,0.8,0.4,0.5,114.6825342,0.278580465
4847,100,9,0.8,0.4,0.6,109.8343801,-0.128875249
4848,100,9,0.8,0.4,0.7,109.8343801,-0.128875249
4849,100,9,0.8,0.4,0.8,188.5809699,0.123306066
4850,100,9,0.8,0.4,0.9,188.5809699,0.123306066
4851,100,9,0.8,0.5,0,78.70723226,0.00145238
4852,100,9,0.8,0.5,0.1,78.70723226,0.00145238
4853,100,9,0.8,0.5,0.2,78.70723226,0.00145238
4854,100,9,0.8,0.5,0.3,78.70723226,0.00145238
4855,100,9,0.8,0.5,0.4,43.33272145,0.674599099
4856,100,9,0.8,0.5,0.5,43.33272145,0.674599099
4857,100,9,0.8,0.5,0.6,66.97632863,0.110754324
4858,100,9,0.8,0.5,0.7,66.97632863,0.110754324
4859,100,9,0.8,0.5,0.8,56.28871009,0.317354689
4860,100,9,0.8,0.5,0.9,56.28871009,0.317354689
4861,100,9,0.8,0.6,0,54.40844295,0.388673039
4862,100,9,0.8,0.6,0.1,54.40844295,0.388673039
4863,100,9,0.8,0.6,0.2,54.40844295,0.388673039
4864,100,9,0.8,0.6,0.3,54.40844295,0.388673039
4865,100,9,0.8,0.6,0.4,90.56901812,0.239883803
4866,100,9,0.8,0.6,0.5,90.56901812,0.239883803
4867,100,9,0.8,0.6,0.6,83.76332198,0.208092436
4868,100,9,0.8,0.6,0.7,83.76332198,0.208092436
4869,100,9,0.8,0.6,0.8,59.83528673,0.35071759
4870,100,9,0.8,0.6,0.9,59.83528673,0.35071759
4871,100,9,0.8,0.7,0,69.24399783,0.108821023
4872,100,9,0.8,0.7,0.1,69.24399783,0.108821023
4873,100,9,0.8,0.7,0.2,69.24399783,0.108821023
4874,100,9,0.8,0.7,0.3,69.24399783,0.108821023
4875,100,9,0.8,0.7,0.4,34.45855329,0.767330129
4876,100,9,0.8,0.7,0.5,34.45855329,0.767330129
4877,100,9,0.8,0.7,0.6,99.27381804,-0.033937663
4878,100,9,0.8,0.7,0.7,99.27381804,-0.033937663
4879,100,9,0.8,0.7,0.8,35.39441621,0.684869152
4880,100,9,0.8,0.7,0.9,35.39441621,0.684869152
4881,100,9,0.8,0.8,0,70.12934475,0.188322876
4882,100,9,0.8,0.8,0.1,70.12934475,0.188322876
4883,100,9,0.8,0.8,0.2,70.12934475,0.188322876
4884,100,9,0.8,0.8,0.3,70.12934475,0.188322876
4885,100,9,0.8,0.8,0.4,106.1814651,-0.07464859
4886,100,9,0.8,0.8,0.5,106.1814651,-0.07464859
4887,100,9,0.8,0.8,0.6,93.62402919,0.128465055
4888,100,9,0.8,0.8,0.7,93.62402919,0.128465055
4889,100,9,0.8,0.8,0.8,56.93132931,0.510531833
4890,100,9,0.8,0.8,0.9,56.93132931,0.510531833
4891,100,9,0.8,0.9,0,80.84137574,-0.033972959
4892,100,9,0.8,0.9,0.1,80.84137574,-0.033972959
4893,100,9,0.8,0.9,0.2,80.84137574,-0.033972959
4894,100,9,0.8,0.9,0.3,80.84137574,-0.033972959
4895,100,9,0.8,0.9,0.4,42.08307762,0.654207455
4896,100,9,0.8,0.9,0.5,42.08307762,0.654207455
4897,100,9,0.8,0.9,0.6,68.7556475,0.284480625
4898,100,9,0.8,0.9,0.7,68.7556475,0.284480625
4899,100,9,0.8,0.9,0.8,35.3814003,0.657712003
4900,100,9,0.8,0.9,0.9,35.3814003,0.657712003
4901,100,9,0.9,0,0,68.77345456,nan
4902,100,9,0.9,0,0.1,68.77345456,nan
4903,100,9,0.9,0,0.2,68.77345456,nan
4904,100,9,0.9,0,0.3,68.77345456,nan
4905,100,9,0.9,0,0.4,68.77345456,nan
4906,100,9,0.9,0,0.5,68.77345456,nan
4907,100,9,0.9,0,0.6,68.77345456,nan
4908,100,9,0.9,0,0.7,68.77345456,nan
4909,100,9,0.9,0,0.8,68.77345456,nan
4910,100,9,0.9,0,0.9,68.77345456,nan
4911,100,9,0.9,0.1,0,334.9129938,0.181692359
4912,100,9,0.9,0.1,0.1,334.9129938,0.181692359
4913,100,9,0.9,0.1,0.2,334.9129938,0.181692359
4914,100,9,0.9,0.1,0.3,334.9129938,0.181692359
4915,100,9,0.9,0.1,0.4,1677.130495,0.3138017
4916,100,9,0.9,0.1,0.5,1677.130495,0.3138017
4917,100,9,0.9,0.1,0.6,4465.85148,-0.248262683
4918,100,9,0.9,0.1,0.7,4465.85148,-0.248262683
4919,100,9,0.9,0.1,0.8,717.8225611,-0.439263371
4920,100,9,0.9,0.1,0.9,717.8225611,-0.439263371
4921,100,9,0.9,0.2,0,1626.424339,-0.247875512
4922,100,9,0.9,0.2,0.1,1626.424339,-0.247875512
4923,100,9,0.9,0.2,0.2,1626.424339,-0.247875512
4924,100,9,0.9,0.2,0.3,1626.424339,-0.247875512
4925,100,9,0.9,0.2,0.4,418.6271838,-0.060221291
4926,100,9,0.9,0.2,0.5,418.6271838,-0.060221291
4927,100,9,0.9,0.2,0.6,692.7857074,-0.293949589
4928,100,9,0.9,0.2,0.7,692.7857074,-0.293949589
4929,100,9,0.9,0.2,0.8,470.0381203,-0.258656811
4930,100,9,0.9,0.2,0.9,470.0381203,-0.258656811
4931,100,9,0.9,0.3,0,67.35676359,0.18186272
4932,100,9,0.9,0.3,0.1,67.35676359,0.18186272
4933,100,9,0.9,0.3,0.2,67.35676359,0.18186272
4934,100,9,0.9,0.3,0.3,67.35676359,0.18186272
4935,100,9,0.9,0.3,0.4,94.94133493,0.600502822
4936,100,9,0.9,0.3,0.5,94.94133493,0.600502822
4937,100,9,0.9,0.3,0.6,47.73150571,0.862047193
4938,100,9,0.9,0.3,0.7,47.73150571,0.862047193
4939,100,9,0.9,0.3,0.8,199.1211226,-0.335259446
4940,100,9,0.9,0.3,0.9,199.1211226,-0.335259446
4941,100,9,0.9,0.4,0,78.68754252,0.171363007
4942,100,9,0.9,0.4,0.1,78.68754252,0.171363007
4943,100,9,0.9,0.4,0.2,78.68754252,0.171363007
4944,100,9,0.9,0.4,0.3,78.68754252,0.171363007
4945,100,9,0.9,0.4,0.4,92.30315885,0.398821909
4946,100,9,0.9,0.4,0.5,92.30315885,0.398821909
4947,100,9,0.9,0.4,0.6,154.5636704,-0.236754099
4948,100,9,0.9,0.4,0.7,154.5636704,-0.236754099
4949,100,9,0.9,0.4,0.8,166.4084075,-0.121041151
4950,100,9,0.9,0.4,0.9,166.4084075,-0.121041151
4951,100,9,0.9,0.5,0,81.55441449,-0.037767328
4952,100,9,0.9,0.5,0.1,81.55441449,-0.037767328
4953,100,9,0.9,0.5,0.2,81.55441449,-0.037767328
4954,100,9,0.9,0.5,0.3,81.55441449,-0.037767328
4955,100,9,0.9,0.5,0.4,41.4261345,0.817461376
4956,100,9,0.9,0.5,0.5,41.4261345,0.817461376
4957,100,9,0.9,0.5,0.6,66.48739802,0.361046254
4958,100,9,0.9,0.5,0.7,66.48739802,0.361046254
4959,100,9,0.9,0.5,0.8,20.9749054,0.813616177
