,n_iter,Number of Ants,alpha,beta,Evaporation rate,n_node,MSE,R
5059,200,200,0.9,0.4,0.4,500,9.965353925,0.960744785
5060,200,200,0.9,0.4,0.4,600,9.414787515,0.962258665
5061,200,200,0.9,0.4,0.4,700,9.646318128,0.962194531
5062,200,200,0.9,0.4,0.4,800,10.46035176,0.962041381
5063,200,200,0.9,0.4,0.4,900,9.147852355,0.961892423
5064,200,200,0.9,0.4,0.4,1000,10.27969483,0.962651281
5065,200,200,0.9,0.4,0.5,500,9.02940982,0.962945754
5066,200,200,0.9,0.4,0.5,600,10.57561065,0.963079956
5067,200,200,0.9,0.4,0.5,700,9.95940764,0.961230262
5068,200,200,0.9,0.4,0.5,800,9.367483448,0.960130231
5069,200,200,0.9,0.4,0.5,900,9.901124738,0.96194537
5070,200,200,0.9,0.4,0.5,1000,10.87531366,0.961885882
5071,200,200,0.9,0.4,0.6,500,9.434831394,0.960869508
5072,200,200,0.9,0.4,0.6,600,9.425513791,0.963476881
5073,200,200,0.9,0.4,0.6,700,9.757296783,0.96189563
5074,200,200,0.9,0.4,0.6,800,9.582991846,0.961894807
5075,200,200,0.9,0.4,0.6,900,9.637649431,0.962213899
5076,200,200,0.9,0.4,0.6,1000,9.884054479,0.962533068
5077,200,200,0.9,0.4,0.7,500,9.394743587,0.962284274
5078,200,200,0.9,0.4,0.7,600,9.689331876,0.961789991
5079,200,200,0.9,0.4,0.7,700,9.779638903,0.962487855
5080,200,200,0.9,0.4,0.7,800,9.452944714,0.962723475
5081,200,200,0.9,0.4,0.7,900,9.499883433,0.963013306
5082,200,200,0.9,0.4,0.7,1000,9.608501967,0.963036617
5083,200,200,0.9,0.4,0.8,500,9.479463438,0.962183433
5084,200,200,0.9,0.4,0.8,600,9.529619134,0.962484503
5085,200,200,0.9,0.4,0.8,700,9.793626051,0.962799493
5086,200,200,0.9,0.4,0.8,800,9.351660544,0.961991693
5087,200,200,0.9,0.4,0.8,900,9.452566296,0.962348441
5088,200,200,0.9,0.4,0.8,1000,9.337194462,0.962227629
5089,200,200,0.9,0.4,0.9,500,12.16722338,0.965203212
5090,200,200,0.9,0.4,0.9,600,9.512651721,0.962454072
5091,200,200,0.9,0.4,0.9,700,9.515408731,0.962367094
5092,200,200,0.9,0.4,0.9,800,9.431425599,0.962181636
5093,200,200,0.9,0.4,0.9,900,12.4592348,0.964838178
5094,200,200,0.9,0.4,0.9,1000,9.63238336,0.96259094
5095,200,200,0.9,0.4,1,500,12.26900858,0.966115755
5096,200,200,0.9,0.4,1,600,11.74700786,0.966111499
5097,200,200,0.9,0.4,1,700,11.86389097,0.965727672
5098,200,200,0.9,0.4,1,800,12.12247868,0.965851583
5099,200,200,0.9,0.4,1,900,11.96562139,0.965660193
5100,200,200,0.9,0.4,1,1000,12.09133399,0.965827262
5101,200,200,0.9,0.5,0.1,500,8.591747494,0.962274109
5102,200,200,0.9,0.5,0.1,600,8.581586724,0.962515009
5103,200,200,0.9,0.5,0.1,700,9.423797544,0.962686172
5104,200,200,0.9,0.5,0.1,800,8.494372399,0.96224063
5105,200,200,0.9,0.5,0.1,900,8.032054944,0.95356675
5106,200,200,0.9,0.5,0.1,1000,10.11657392,0.962718859
5107,200,200,0.9,0.5,0.2,500,8.661462056,0.962410431
5108,200,200,0.9,0.5,0.2,600,11.26743479,0.962532295
5109,200,200,0.9,0.5,0.2,700,10.19799252,0.962686044
5110,200,200,0.9,0.5,0.2,800,11.04386101,0.96284156
5111,200,200,0.9,0.5,0.2,900,9.248946928,0.962526236
5112,200,200,0.9,0.5,0.2,1000,8.755390645,0.962363202
5113,200,200,0.9,0.5,0.3,500,10.0061125,0.963036394
5114,200,200,0.9,0.5,0.3,600,12.06277088,0.959379633
5115,200,200,0.9,0.5,0.3,700,10.98212497,0.960436095
5116,200,200,0.9,0.5,0.3,800,10.60437717,0.959247608
5117,200,200,0.9,0.5,0.3,900,13.44758734,0.962187139
5118,200,200,0.9,0.5,0.3,1000,10.53485924,0.96017243
5119,200,200,0.9,0.5,0.4,500,11.29897043,0.962377744
5120,200,200,0.9,0.5,0.4,600,11.42794445,0.963112909
5121,200,200,0.9,0.5,0.4,700,11.03020469,0.963401697
5122,200,200,0.9,0.5,0.4,800,12.65424084,0.963349714
5123,200,200,0.9,0.5,0.4,900,11.38569093,0.963213124
5124,200,200,0.9,0.5,0.4,1000,10.70715355,0.956416778
5125,200,200,0.9,0.5,0.5,500,12.22516652,0.959644756
5126,200,200,0.9,0.5,0.5,600,11.51124795,0.963755115
5127,200,200,0.9,0.5,0.5,700,12.41349012,0.962326844
5128,200,200,0.9,0.5,0.5,800,10.27964295,0.962279787
5129,200,200,0.9,0.5,0.5,900,10.77461963,0.958636605
5130,200,200,0.9,0.5,0.5,1000,12.80578604,0.961470456
5131,200,200,0.9,0.5,0.6,500,10.74470882,0.962442571
5132,200,200,0.9,0.5,0.6,600,10.57147217,0.961554245
5133,200,200,0.9,0.5,0.6,700,11.44142638,0.962386512
5134,200,200,0.9,0.5,0.6,800,11.95318547,0.963144074
5135,200,200,0.9,0.5,0.6,900,10.7614305,0.962481152
5136,200,200,0.9,0.5,0.6,1000,11.10139353,0.96179715
5137,200,200,0.9,0.5,0.7,500,11.9593873,0.962445307
5138,200,200,0.9,0.5,0.7,600,10.53413422,0.961844595
5139,200,200,0.9,0.5,0.7,700,11.0459844,0.962493949
5140,200,200,0.9,0.5,0.7,800,11.26675878,0.962947586
5141,200,200,0.9,0.5,0.7,900,11.4972646,0.962930193
5142,200,200,0.9,0.5,0.7,1000,10.59870302,0.961365366
5143,200,200,0.9,0.5,0.8,500,10.60423945,0.962490473
5144,200,200,0.9,0.5,0.8,600,10.61248028,0.962318471
5145,200,200,0.9,0.5,0.8,700,10.98473859,0.962743606
5146,200,200,0.9,0.5,0.8,800,10.72536753,0.962412001
5147,200,200,0.9,0.5,0.8,900,11.68990667,0.962816856
5148,200,200,0.9,0.5,0.8,1000,10.30789012,0.96223943
5149,200,200,0.9,0.5,0.9,500,10.89377946,0.962540304
5150,200,200,0.9,0.5,0.9,600,10.79852586,0.962637651
5151,200,200,0.9,0.5,0.9,700,11.03108139,0.962630223
5152,200,200,0.9,0.5,0.9,800,10.07085062,0.96226948
5153,200,200,0.9,0.5,0.9,900,10.74583106,0.962542583
5154,200,200,0.9,0.5,0.9,1000,10.44506169,0.962260011
5155,200,200,0.9,0.5,1,500,13.00441838,0.965944013
5156,200,200,0.9,0.5,1,600,12.96111515,0.965962666
5157,200,200,0.9,0.5,1,700,13.90442375,0.965692966
5158,200,200,0.9,0.5,1,800,13.68648158,0.965550811
5159,200,200,0.9,0.5,1,900,13.63889325,0.965577508
5160,200,200,0.9,0.5,1,1000,13.87331688,0.965539443
5161,200,200,0.9,0.6,0.1,500,12.94941489,0.963069186
5162,200,200,0.9,0.6,0.1,600,11.83899227,0.963167654
5163,200,200,0.9,0.6,0.1,700,15.41223434,0.963478918
5164,200,200,0.9,0.6,0.1,800,15.16400018,0.963333438
5165,200,200,0.9,0.6,0.1,900,11.05655715,0.962806935
5166,200,200,0.9,0.6,0.1,1000,14.40468743,0.963416152
5167,200,200,0.9,0.6,0.2,500,11.51015921,0.95937757
5168,200,200,0.9,0.6,0.2,600,12.21763644,0.963417956
5169,200,200,0.9,0.6,0.2,700,15.25354954,0.963605214
5170,200,200,0.9,0.6,0.2,800,18.40499838,0.963865593
5171,200,200,0.9,0.6,0.2,900,14.97025035,0.963141832
5172,200,200,0.9,0.6,0.2,1000,12.34608653,0.956961276
5173,200,200,0.9,0.6,0.3,500,15.34824352,0.963692744
5174,200,200,0.9,0.6,0.3,600,13.14413634,0.960368985
5175,200,200,0.9,0.6,0.3,700,11.08297513,0.961885083
5176,200,200,0.9,0.6,0.3,800,11.28813386,0.96313045
5177,200,200,0.9,0.6,0.3,900,13.97536935,0.963566009
5178,200,200,0.9,0.6,0.3,1000,15.45976593,0.961550792
5179,200,200,0.9,0.6,0.4,500,12.10409778,0.961421429
5180,200,200,0.9,0.6,0.4,600,14.76230943,0.959027335
5181,200,200,0.9,0.6,0.4,700,9.532741718,0.962958705
5182,200,200,0.9,0.6,0.4,800,13.85345917,0.963774252
5183,200,200,0.9,0.6,0.4,900,13.75646764,0.963400213
5184,200,200,0.9,0.6,0.4,1000,13.89827449,0.963285587
5185,200,200,0.9,0.6,0.5,500,13.47582022,0.963489956
5186,200,200,0.9,0.6,0.5,600,14.50198784,0.963266922
5187,200,200,0.9,0.6,0.5,700,15.87638572,0.962293992
5188,200,200,0.9,0.6,0.5,800,12.57022114,0.963347136
5189,200,200,0.9,0.6,0.5,900,14.57693669,0.962920479
5190,200,200,0.9,0.6,0.5,1000,14.08504612,0.963509794
5191,200,200,0.9,0.6,0.6,500,14.74532208,0.962635257
5192,200,200,0.9,0.6,0.6,600,14.1680967,0.962591422
5193,200,200,0.9,0.6,0.6,700,13.81764603,0.963172515
5194,200,200,0.9,0.6,0.6,800,13.59565944,0.96270942
5195,200,200,0.9,0.6,0.6,900,13.4254283,0.962281305
5196,200,200,0.9,0.6,0.6,1000,13.82642991,0.962644902
5197,200,200,0.9,0.6,0.7,500,12.72354743,0.962372065
5198,200,200,0.9,0.6,0.7,600,13.35609858,0.962692486
5199,200,200,0.9,0.6,0.7,700,12.59495881,0.962902363
5200,200,200,0.9,0.6,0.7,800,12.78246006,0.962433405
5201,200,200,0.9,0.6,0.7,900,13.4853964,0.962764192
5202,200,200,0.9,0.6,0.7,1000,13.14868647,0.962618776
5203,200,200,0.9,0.6,0.8,500,13.2844664,0.962707745
5204,200,200,0.9,0.6,0.8,600,12.79905461,0.962574766
5205,200,200,0.9,0.6,0.8,700,12.15494649,0.962682423
5206,200,200,0.9,0.6,0.8,800,12.65748736,0.962648963
5207,200,200,0.9,0.6,0.8,900,13.5834973,0.962467214
5208,200,200,0.9,0.6,0.8,1000,13.26493523,0.962990347
5209,200,200,0.9,0.6,0.9,500,12.45180808,0.962599831
5210,200,200,0.9,0.6,0.9,600,12.43998828,0.962642621
5211,200,200,0.9,0.6,0.9,700,12.39318037,0.962766818
5212,200,200,0.9,0.6,0.9,800,12.45822814,0.962656049
5213,200,200,0.9,0.6,0.9,900,12.42093204,0.962456709
5214,200,200,0.9,0.6,0.9,1000,12.37316071,0.962705043
5215,200,200,0.9,0.6,1,500,15.14776693,0.965488284
5216,200,200,0.9,0.6,1,600,15.05884459,0.965606382
5217,200,200,0.9,0.6,1,700,15.0844613,0.965592197
5218,200,200,0.9,0.6,1,800,14.82393133,0.965551127
5219,200,200,0.9,0.6,1,900,15.51716679,0.965255709
5220,200,200,0.9,0.6,1,1000,15.04239472,0.965542484
5221,200,200,0.9,0.7,0.1,500,20.16462062,0.961942417
5222,200,200,0.9,0.7,0.1,600,14.21002583,0.963572436
5223,200,200,0.9,0.7,0.1,700,10.13850621,0.961789143
5224,200,200,0.9,0.7,0.1,800,13.24432331,0.963686489
5225,200,200,0.9,0.7,0.1,900,16.83335279,0.964028191
5226,200,200,0.9,0.7,0.1,1000,13.99929329,0.963214841
5227,200,200,0.9,0.7,0.2,500,15.43402935,0.963959165
5228,200,200,0.9,0.7,0.2,600,19.97094959,0.963536523
5229,200,200,0.9,0.7,0.2,700,11.83524772,0.962911937
5230,200,200,0.9,0.7,0.2,800,17.21667022,0.963614592
5231,200,200,0.9,0.7,0.2,900,14.31114924,0.963662796
5232,200,200,0.9,0.7,0.2,1000,20.61850822,0.964508529
5233,200,200,0.9,0.7,0.3,500,19.30574264,0.962324292
5234,200,200,0.9,0.7,0.3,600,20.35893801,0.961596125
5235,200,200,0.9,0.7,0.3,700,21.52909881,0.960563769
5236,200,200,0.9,0.7,0.3,800,22.28099801,0.963109678
5237,200,200,0.9,0.7,0.3,900,23.0148485,0.963559375
5238,200,200,0.9,0.7,0.3,1000,22.93784443,0.963460805
5239,200,200,0.9,0.7,0.4,500,19.6859985,0.963121012
5240,200,200,0.9,0.7,0.4,600,18.4927248,0.958660928
5241,200,200,0.9,0.7,0.4,700,19.76145489,0.959331346
5242,200,200,0.9,0.7,0.4,800,21.28445025,0.961925266
5243,200,200,0.9,0.7,0.4,900,21.35374287,0.962660723
5244,200,200,0.9,0.7,0.4,1000,20.86633675,0.963293013
5245,200,200,0.9,0.7,0.5,500,18.65448647,0.96035111
5246,200,200,0.9,0.7,0.5,600,19.29540389,0.962315177
5247,200,200,0.9,0.7,0.5,700,18.49496944,0.959298152
5248,200,200,0.9,0.7,0.5,800,19.1127515,0.963058497
5249,200,200,0.9,0.7,0.5,900,18.97928743,0.959576988
5250,200,200,0.9,0.7,0.5,1000,20.74754276,0.96276274
5251,200,200,0.9,0.7,0.6,500,17.13453248,0.960669919
5252,200,200,0.9,0.7,0.6,600,16.62354854,0.96111198
5253,200,200,0.9,0.7,0.6,700,20.06205607,0.961010409
5254,200,200,0.9,0.7,0.6,800,20.65615084,0.961077673
5255,200,200,0.9,0.7,0.6,900,17.04407421,0.962693057
5256,200,200,0.9,0.7,0.6,1000,17.89777976,0.960589869
5257,200,200,0.9,0.7,0.7,500,16.06837746,0.963053979
5258,200,200,0.9,0.7,0.7,600,17.67126686,0.959347328
5259,200,200,0.9,0.7,0.7,700,15.91482391,0.96174181
5260,200,200,0.9,0.7,0.7,800,17.90053307,0.962334833
5261,200,200,0.9,0.7,0.7,900,16.80356139,0.962531136
5262,200,200,0.9,0.7,0.7,1000,17.13532329,0.962445147
5263,200,200,0.9,0.7,0.8,500,15.45535419,0.962972714
5264,200,200,0.9,0.7,0.8,600,15.96045087,0.959547572
5265,200,200,0.9,0.7,0.8,700,15.15727413,0.962909451
5266,200,200,0.9,0.7,0.8,800,14.97531877,0.962618052
5267,200,200,0.9,0.7,0.8,900,15.2450888,0.962827883
5268,200,200,0.9,0.7,0.8,1000,15.67294638,0.9628932
5269,200,200,0.9,0.7,0.9,500,13.21471292,0.962155084
5270,200,200,0.9,0.7,0.9,600,14.96116435,0.962792728
5271,200,200,0.9,0.7,0.9,700,13.85582628,0.962462162
5272,200,200,0.9,0.7,0.9,800,14.83248512,0.962809773
5273,200,200,0.9,0.7,0.9,900,14.79824156,0.962884802
5274,200,200,0.9,0.7,0.9,1000,14.97377913,0.962808248
5275,200,200,0.9,0.7,1,500,17.04078365,0.965556619
5276,200,200,0.9,0.7,1,600,16.59791586,0.965665155
5277,200,200,0.9,0.7,1,700,16.69466008,0.965584968
5278,200,200,0.9,0.7,1,800,17.38940967,0.96534807
5279,200,200,0.9,0.7,1,900,16.71199296,0.965591431
5280,200,200,0.9,0.7,1,1000,16.55776884,0.965582783
5281,200,200,0.9,0.8,0.1,500,27.20043644,0.961765396
5282,200,200,0.9,0.8,0.1,600,24.21922158,0.962065062
5283,200,200,0.9,0.8,0.1,700,26.11848474,0.9611391
5284,200,200,0.9,0.8,0.1,800,26.04824171,0.962241945
5285,200,200,0.9,0.8,0.1,900,29.31419432,0.962721487
5286,200,200,0.9,0.8,0.1,1000,29.71308592,0.963059439
5287,200,200,0.9,0.8,0.2,500,28.68463055,0.962549857
5288,200,200,0.9,0.8,0.2,600,30.60456316,0.961195686
5289,200,200,0.9,0.8,0.2,700,27.03346282,0.962982093
5290,200,200,0.9,0.8,0.2,800,28.0278992,0.961925308
5291,200,200,0.9,0.8,0.2,900,28.67643713,0.962084094
5292,200,200,0.9,0.8,0.2,1000,28.92023152,0.963030977
5293,200,200,0.9,0.8,0.3,500,26.61557256,0.962729295
5294,200,200,0.9,0.8,0.3,600,28.264497,0.962756523
5295,200,200,0.9,0.8,0.3,700,22.94588832,0.961429754
5296,200,200,0.9,0.8,0.3,800,27.90547915,0.961664473
5297,200,200,0.9,0.8,0.3,900,26.88966505,0.963010975
5298,200,200,0.9,0.8,0.3,1000,28.44865599,0.963119119
5299,200,200,0.9,0.8,0.4,500,25.81176801,0.96285409
5300,200,200,0.9,0.8,0.4,600,25.91276823,0.962531951
5301,200,200,0.9,0.8,0.4,700,25.4781673,0.961013011
5302,200,200,0.9,0.8,0.4,800,25.7754978,0.961675751
5303,200,200,0.9,0.8,0.4,900,27.34134921,0.963285207
5304,200,200,0.9,0.8,0.4,1000,23.63262027,0.96274531
5305,200,200,0.9,0.8,0.5,500,23.43430107,0.962015513
5306,200,200,0.9,0.8,0.5,600,23.29537886,0.961355105
5307,200,200,0.9,0.8,0.5,700,24.42289606,0.962771044
5308,200,200,0.9,0.8,0.5,800,24.45961366,0.961575766
5309,200,200,0.9,0.8,0.5,900,24.41914106,0.96325929
5310,200,200,0.9,0.8,0.5,1000,22.68550255,0.962566625
5311,200,200,0.9,0.8,0.6,500,20.93648229,0.962356773
5312,200,200,0.9,0.8,0.6,600,21.81287784,0.962335001
5313,200,200,0.9,0.8,0.6,700,19.97458062,0.962461542
5314,200,200,0.9,0.8,0.6,800,19.87495903,0.962733758
5315,200,200,0.9,0.8,0.6,900,19.24008422,0.963062329
5316,200,200,0.9,0.8,0.6,1000,21.09066003,0.962867562
5317,200,200,0.9,0.8,0.7,500,20.52465396,0.962742531
5318,200,200,0.9,0.8,0.7,600,20.18440148,0.962789561
5319,200,200,0.9,0.8,0.7,700,19.16798265,0.962938153
5320,200,200,0.9,0.8,0.7,800,19.12941763,0.963139384
5321,200,200,0.9,0.8,0.7,900,18.83607961,0.963168609
5322,200,200,0.9,0.8,0.7,1000,18.64937985,0.963033554
5323,200,200,0.9,0.8,0.8,500,18.19512234,0.962659568
5324,200,200,0.9,0.8,0.8,600,16.72516256,0.962478212
5325,200,200,0.9,0.8,0.8,700,18.48812975,0.962684599
5326,200,200,0.9,0.8,0.8,800,16.34292556,0.962390329
5327,200,200,0.9,0.8,0.8,900,17.92480252,0.962963583
5328,200,200,0.9,0.8,0.8,1000,18.2281992,0.963547854
5329,200,200,0.9,0.8,0.9,500,17.34662217,0.962988813
5330,200,200,0.9,0.8,0.9,600,15.69103894,0.96244398
5331,200,200,0.9,0.8,0.9,700,17.4947275,0.962896012
5332,200,200,0.9,0.8,0.9,800,15.9369154,0.962408029
5333,200,200,0.9,0.8,0.9,900,16.89602943,0.963031337
5334,200,200,0.9,0.8,0.9,1000,17.54666033,0.963089833
5335,200,200,0.9,0.8,1,500,19.21287645,0.96564702
5336,200,200,0.9,0.8,1,600,17.96938751,0.965550706
5337,200,200,0.9,0.8,1,700,17.95090919,0.965448549
5338,200,200,0.9,0.8,1,800,17.46521074,0.96563368
5339,200,200,0.9,0.8,1,900,18.11785879,0.965812285
5340,200,200,0.9,0.8,1,1000,18.19687156,0.965941745
5341,200,200,0.9,0.9,0.1,500,33.96543176,0.963167067
5342,200,200,0.9,0.9,0.1,600,30.87143867,0.96240672
5343,200,200,0.9,0.9,0.1,700,30.29961495,0.962487238
5344,200,200,0.9,0.9,0.1,800,30.32022148,0.962479582
5345,200,200,0.9,0.9,0.1,900,27.78848644,0.961855676
5346,200,200,0.9,0.9,0.1,1000,30.54285316,0.96296858
5347,200,200,0.9,0.9,0.2,500,29.51300204,0.962210016
5348,200,200,0.9,0.9,0.2,600,29.31522774,0.962479862
5349,200,200,0.9,0.9,0.2,700,30.65965333,0.962247481
5350,200,200,0.9,0.9,0.2,800,32.60043841,0.961629588
5351,200,200,0.9,0.9,0.2,900,30.10533149,0.96254578
5352,200,200,0.9,0.9,0.2,1000,29.52527716,0.962333357
5353,200,200,0.9,0.9,0.3,500,32.6570856,0.961490217
5354,200,200,0.9,0.9,0.3,600,29.63692989,0.962444445
5355,200,200,0.9,0.9,0.3,700,31.49550515,0.962662141
5356,200,200,0.9,0.9,0.3,800,33.06400483,0.96167304
5357,200,200,0.9,0.9,0.3,900,30.02483996,0.962768515
5358,200,200,0.9,0.9,0.3,1000,31.12029021,0.961729405
5359,200,200,0.9,0.9,0.4,500,30.96579157,0.961812672
5360,200,200,0.9,0.9,0.4,600,28.60182584,0.962692019
5361,200,200,0.9,0.9,0.4,700,30.10709598,0.963020881
5362,200,200,0.9,0.9,0.4,800,31.25965308,0.961537782
5363,200,200,0.9,0.9,0.4,900,31.25459861,0.961650627
5364,200,200,0.9,0.9,0.4,1000,30.85624552,0.96117785
5365,200,200,0.9,0.9,0.5,500,29.19801933,0.961383248
5366,200,200,0.9,0.9,0.5,600,26.9069332,0.962348529
5367,200,200,0.9,0.9,0.5,700,27.54304044,0.9625384
5368,200,200,0.9,0.9,0.5,800,28.76134685,0.961362095
5369,200,200,0.9,0.9,0.5,900,28.66804699,0.961606171
5370,200,200,0.9,0.9,0.5,1000,27.1071618,0.961572998
5371,200,200,0.9,0.9,0.6,500,28.49938608,0.961843893
5372,200,200,0.9,0.9,0.6,600,24.05988403,0.962284923
5373,200,200,0.9,0.9,0.6,700,25.88635252,0.962901451
5374,200,200,0.9,0.9,0.6,800,25.60124146,0.962607683
5375,200,200,0.9,0.9,0.6,900,24.89533725,0.961995925
5376,200,200,0.9,0.9,0.6,1000,26.22338176,0.961274066
5377,200,200,0.9,0.9,0.7,500,24.26968234,0.962594477
5378,200,200,0.9,0.9,0.7,600,23.43242238,0.962567499
5379,200,200,0.9,0.9,0.7,700,23.49659396,0.963118343
5380,200,200,0.9,0.9,0.7,800,24.49207528,0.962789333
5381,200,200,0.9,0.9,0.7,900,22.6587666,0.962861159
5382,200,200,0.9,0.9,0.7,1000,23.2252022,0.962557724
5383,200,200,0.9,0.9,0.8,500,22.67080758,0.96279383
5384,200,200,0.9,0.9,0.8,600,21.76847575,0.962487672
5385,200,200,0.9,0.9,0.8,700,22.11457211,0.963380373
5386,200,200,0.9,0.9,0.8,800,21.31467725,0.962908254
5387,200,200,0.9,0.9,0.8,900,21.66011759,0.96265921
5388,200,200,0.9,0.9,0.8,1000,21.65764269,0.962747929
5389,200,200,0.9,0.9,0.9,500,20.55110591,0.962641809
5390,200,200,0.9,0.9,0.9,600,20.07012719,0.962927833
5391,200,200,0.9,0.9,0.9,700,20.08321996,0.963031828
5392,200,200,0.9,0.9,0.9,800,19.77770992,0.9628209
5393,200,200,0.9,0.9,0.9,900,19.47035522,0.962757229
5394,200,200,0.9,0.9,0.9,1000,20.03336703,0.96290788
5395,200,200,0.9,0.9,1,500,14.77493802,0.963023988
5396,200,200,0.9,0.9,1,600,13.89151209,0.96311077
5397,200,200,0.9,0.9,1,700,14.57416306,0.963240026
5398,200,200,0.9,0.9,1,800,20.05447953,0.96520897
5399,200,200,0.9,0.9,1,900,14.87099682,0.962894528
5400,200,200,0.9,0.9,1,1000,14.75828685,0.962889427
5401,200,200,0.9,1,0.1,500,30.8350939,0.962746361
5402,200,200,0.9,1,0.1,600,33.75499822,0.962882404
5403,200,200,0.9,1,0.1,700,33.65192448,0.963009476
5404,200,200,0.9,1,0.1,800,37.16304409,0.962283221
5405,200,200,0.9,1,0.1,900,32.22071187,0.962745851
5406,200,200,0.9,1,0.1,1000,33.63274492,0.962996557
5407,200,200,0.9,1,0.2,500,31.64208258,0.962791021
5408,200,200,0.9,1,0.2,600,33.13815875,0.962472481
5409,200,200,0.9,1,0.2,700,29.42445341,0.962624567
5410,200,200,0.9,1,0.2,800,33.48038935,0.962256336
5411,200,200,0.9,1,0.2,900,33.70719688,0.962595953
5412,200,200,0.9,1,0.2,1000,33.27545353,0.962793148
5413,200,200,0.9,1,0.3,500,32.01217122,0.962974458
5414,200,200,0.9,1,0.3,600,31.53035698,0.96275938
5415,200,200,0.9,1,0.3,700,30.56979564,0.962768832
5416,200,200,0.9,1,0.3,800,33.13461445,0.962378714
5417,200,200,0.9,1,0.3,900,32.47296765,0.962856381
5418,200,200,0.9,1,0.3,1000,32.66230667,0.962912819
5419,200,200,0.9,1,0.4,500,29.56618112,0.963032439
5420,200,200,0.9,1,0.4,600,31.42194303,0.962780219
5421,200,200,0.9,1,0.4,700,30.80896028,0.962854699
5422,200,200,0.9,1,0.4,800,31.85005246,0.961538936
5423,200,200,0.9,1,0.4,900,32.06712934,0.963014755
5424,200,200,0.9,1,0.4,1000,30.4069801,0.962676568
5425,200,200,0.9,1,0.5,500,28.14739595,0.963200257
5426,200,200,0.9,1,0.5,600,31.42807235,0.962710519
5427,200,200,0.9,1,0.5,700,28.78611171,0.963261131
5428,200,200,0.9,1,0.5,800,30.16818736,0.962488618
5429,200,200,0.9,1,0.5,900,28.51523406,0.963369742
5430,200,200,0.9,1,0.5,1000,30.82844547,0.962845479
5431,200,200,0.9,1,0.6,500,27.51424214,0.963543246
5432,200,200,0.9,1,0.6,600,28.77719153,0.963104864
5433,200,200,0.9,1,0.6,700,27.24156874,0.963089876
5434,200,200,0.9,1,0.6,800,28.63112566,0.963301701
5435,200,200,0.9,1,0.6,900,28.2671032,0.963394135
5436,200,200,0.9,1,0.6,1000,28.91872983,0.963063024
5437,200,200,0.9,1,0.7,500,27.09077681,0.963451175
5438,200,200,0.9,1,0.7,600,27.71109547,0.963110649
5439,200,200,0.9,1,0.7,700,26.61999548,0.963135722
5440,200,200,0.9,1,0.7,800,27.14683161,0.963188643
5441,200,200,0.9,1,0.7,900,27.31788652,0.963135092
5442,200,200,0.9,1,0.7,1000,26.35787867,0.962816867
5443,200,200,0.9,1,0.8,500,23.8632606,0.963217662
5444,200,200,0.9,1,0.8,600,25.99202367,0.962942309
5445,200,200,0.9,1,0.8,700,25.43118489,0.963144553
5446,200,200,0.9,1,0.8,800,27.15086653,0.963121004
5447,200,200,0.9,1,0.8,900,25.63492304,0.963704718
5448,200,200,0.9,1,0.8,1000,25.45200535,0.96307617
5449,200,200,0.9,1,0.9,500,21.31832024,0.962944436
5450,200,200,0.9,1,0.9,600,23.66993483,0.963008056
5451,200,200,0.9,1,0.9,700,23.55247696,0.963322072
5452,200,200,0.9,1,0.9,800,23.43113427,0.96301144
5453,200,200,0.9,1,0.9,900,23.08085718,0.963298338
5454,200,200,0.9,1,0.9,1000,23.21014581,0.963186283
5455,200,200,0.9,1,1,500,16.47049784,0.963439315
5456,200,200,0.9,1,1,600,16.07664687,0.963341046
5457,200,200,0.9,1,1,700,16.66272026,0.963423953
5458,200,200,0.9,1,1,800,16.90316687,0.963314687
5459,200,200,0.9,1,1,900,15.84720613,0.963389813
5460,200,200,0.9,1,1,1000,16.78471474,0.96330522
5461,200,200,1,0.4,0.1,500,8.221415366,0.95996373
5462,200,200,1,0.4,0.1,600,7.894007652,0.95908366
5463,200,200,1,0.4,0.1,700,8.181985016,0.959961146
5464,200,200,1,0.4,0.1,800,7.78384489,0.959438961
5465,200,200,1,0.4,0.1,900,8.035194624,0.960106277
5466,200,200,1,0.4,0.1,1000,8.029287681,0.960099505
5467,200,200,1,0.4,0.2,500,8.256555633,0.959920089
5468,200,200,1,0.4,0.2,600,8.068728164,0.959553752
5469,200,200,1,0.4,0.2,700,8.13329557,0.959674047
5470,200,200,1,0.4,0.2,800,8.064793927,0.959746336
5471,200,200,1,0.4,0.2,900,8.074109603,0.960323481
5472,200,200,1,0.4,0.2,1000,8.080912717,0.959794239
5473,200,200,1,0.4,0.3,500,7.548792037,0.957714505
5474,200,200,1,0.4,0.3,600,7.544960217,0.957744515
5475,200,200,1,0.4,0.3,700,8.13329557,0.959674047
5476,200,200,1,0.4,0.3,800,7.528713114,0.958047048
5477,200,200,1,0.4,0.3,900,7.821944373,0.957358267
5478,200,200,1,0.4,0.3,1000,7.652945517,0.957459435
5479,200,200,1,0.4,0.4,500,7.828662518,0.957051506
5480,200,200,1,0.4,0.4,600,7.509170028,0.957177552
5481,200,200,1,0.4,0.4,700,7.724212486,0.956642057
5482,200,200,1,0.4,0.4,800,7.577579636,0.957323635
5483,200,200,1,0.4,0.4,900,7.79874221,0.957132122
5484,200,200,1,0.4,0.4,1000,7.513036601,0.957431454
5485,200,200,1,0.4,0.5,500,8.18732163,0.955711117
5486,200,200,1,0.4,0.5,600,8.176747093,0.955790511
