1,2,3,4,5,6,7,8,9,10,11,12,13,14
249,16,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,64.182,0.66123
250,16,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,45.029,0.58897
251,16,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,132.58,0.47827
252,16,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,47.726,0.62365
253,17,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,96.664,0.10685
254,17,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,60.141,0.25216
255,17,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,144.33,0.045634
256,17,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,76.397,0.24229
257,17,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,146.95,-0.44592
258,17,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,49.064,0.44343
259,17,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,204.76,-0.022892
260,17,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,111.71,0.4783
261,17,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,72.639,0.14279
262,17,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,139.69,-0.15476
263,17,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,113.96,-0.19177
264,17,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,43.603,0.58804
265,17,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,102.72,0.044825
266,17,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,130.15,-0.24013
267,17,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,462.02,-0.37264
268,17,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,92.909,0.11379
